expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado,tipo_proceso_enc,despacho_enc,duracion_estimada,p75_duracion,riesgo
CAL-05044,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2022,70.0,1.25,5,1,629,1,2,0,604,559.5,Medio
CAL-06917,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,10,1,585,1,3,2,604,441.0,Medio
CAL-07131,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2020,70.0,0.95,6,1,633,1,0,7,604,594.0,Medio
CAL-08769,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,3,1,664,1,2,8,604,542.0,Medio
CAL-00482,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,6,1,522,0,0,7,603,594.0,Medio
CAL-03802,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2023,70.0,1.1,14,1,677,1,2,1,603,557.5,Medio
CAL-04511,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,11,1,635,1,3,5,603,514.0,Medio
CAL-04812,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,6,1,606,1,0,7,603,594.0,Medio
CAL-09294,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,5,1,579,0,2,3,603,558.75,Medio
CAL-00626,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,9,1,648,1,0,7,602,594.0,Medio
CAL-01066,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,11,1,673,1,1,2,602,570.0,Medio
CAL-01895,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2023,70.0,1.25,4,1,646,1,2,0,602,559.5,Medio
CAL-03401,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,2,1,636,1,2,3,602,558.75,Medio
CAL-05085,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,4,1,648,1,2,0,602,559.5,Medio
CAL-06364,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,2,1,632,1,2,3,602,558.75,Medio
CAL-06666,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,4,1,623,1,2,0,602,559.5,Medio
CAL-07852,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,4,1,619,1,2,0,602,559.5,Medio
CAL-09470,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,2,1,602,1,2,8,602,542.0,Medio
CAL-01566,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2021,70.0,1.1,7,1,616,1,2,6,601,498.5,Medio
CAL-03306,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,15,1,624,1,3,2,601,441.0,Medio
CAL-08331,CALI,VIF,Juzgado_5_Familia_Cali,2023,70.0,0.95,10,1,603,1,3,7,601,431.75,Medio
CAL-08430,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2021,70.0,0.9,3,1,659,1,1,2,601,570.0,Medio
CAL-00476,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,8,1,606,1,0,2,600,582.0,Medio
CAL-00815,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,632,1,3,8,600,508.0,Medio
CAL-01285,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,648,1,3,8,600,508.0,Medio
CAL-01523,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,652,1,3,8,600,508.0,Medio
CAL-03955,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,622,1,3,8,600,508.0,Medio
CAL-04308,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,8,1,629,1,0,2,600,582.0,Medio
CAL-05990,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,623,1,3,8,600,508.0,Medio
CAL-06116,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2022,70.0,1.3,5,1,647,1,2,4,600,526.5,Medio
CAL-06968,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,2,1,620,1,1,2,600,570.0,Medio
CAL-08768,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,5,1,638,1,3,8,600,508.0,Medio
CAL-08863,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,8,1,637,1,0,2,600,582.0,Medio
CAL-09994,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,1,621,1,3,8,600,508.0,Medio
CAL-01324,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,7,1,663,1,3,3,599,525.5,Medio
CAL-02540,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2024,70.0,1.1,7,1,621,1,2,1,599,557.5,Medio
CAL-03797,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,2,1,606,1,2,8,599,542.0,Medio
CAL-04163,CALI,VIF,Juzgado_2_Familia_Cali,2023,70.0,1.3,5,1,625,1,3,4,599,506.0,Medio
CAL-04906,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,8,1,662,1,3,3,599,525.5,Medio
CAL-06618,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,2,1,611,1,2,8,599,542.0,Medio
CAL-07428,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2022,70.0,1.45,5,1,672,1,2,3,599,558.75,Medio
CAL-08082,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,8,1,665,1,3,3,599,525.5,Medio
CAL-08244,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,5,1,614,1,3,4,599,506.0,Medio
CAL-08939,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,5,1,632,1,3,4,599,506.0,Medio
CAL-09309,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,8,1,688,1,3,3,599,525.5,Medio
CAL-01975,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,7,1,641,1,3,4,598,506.0,Medio
CAL-03466,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2022,70.0,0.9,9,1,643,1,0,2,598,582.0,Medio
CAL-03667,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,7,1,643,1,3,4,598,506.0,Medio
CAL-04076,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2021,70.0,0.95,10,1,601,1,2,7,598,518.5,Medio
CAL-07912,CALI,VIF,Juzgado_2_Familia_Cali,2023,70.0,1.3,7,1,635,1,3,4,598,506.0,Medio
CAL-08708,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2022,70.0,0.9,9,1,636,1,0,2,598,582.0,Medio
CAL-09016,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2022,70.0,0.9,9,1,654,1,0,2,598,582.0,Medio
CAL-09193,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2024,70.0,0.95,7,1,614,1,2,7,598,518.5,Medio
CAL-00105,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,7,1,621,1,3,8,597,508.0,Medio
CAL-02370,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2022,70.0,0.9,2,1,613,1,1,2,597,570.0,Medio
CAL-05027,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,1,656,1,2,4,597,526.5,Medio
CAL-06524,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,1,640,1,2,4,597,526.5,Medio
CAL-08248,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2022,70.0,0.9,3,1,565,1,1,2,597,570.0,Medio
CAL-00279,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,5,1,641,1,3,3,596,525.5,Medio
CAL-00625,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2021,70.0,1.45,3,1,656,1,2,3,596,558.75,Medio
CAL-02981,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,5,1,658,1,3,3,596,525.5,Medio
CAL-02996,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2022,70.0,1.45,6,1,683,1,2,3,596,558.75,Medio
CAL-03273,CALI,VIF,Juzgado_3_Familia_Cali,2021,70.0,1.2,9,1,614,1,3,5,596,514.0,Medio
CAL-03308,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2023,70.0,0.9,8,1,618,1,0,2,596,582.0,Medio
CAL-03585,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2023,70.0,0.9,8,1,653,1,0,2,596,582.0,Medio
CAL-05487,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,5,1,647,1,3,3,596,525.5,Medio
CAL-07039,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,8,1,622,1,0,2,596,582.0,Medio
CAL-07514,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,5,1,306,0,3,3,596,525.5,Medio
CAL-08874,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,5,1,656,1,3,3,596,525.5,Medio
CAL-09563,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,9,1,698,1,2,8,596,542.0,Medio
CAL-00056,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,1,608,1,3,3,595,525.5,Medio
CAL-00487,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,8,1,411,0,3,4,595,506.0,Medio
CAL-00508,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,5,1,615,1,3,0,595,486.0,Medio
CAL-00561,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,8,1,642,1,3,4,595,506.0,Medio
CAL-00633,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,12,1,334,0,0,7,595,594.0,Medio
CAL-01913,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,2,1,601,1,2,0,595,559.5,Medio
CAL-02135,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,7,1,657,1,3,8,595,508.0,Medio
CAL-02964,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,5,1,600,1,3,0,595,486.0,Medio
CAL-02995,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,6,1,641,1,1,2,595,570.0,Medio
CAL-03105,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2024,70.0,0.9,6,1,661,1,1,2,595,570.0,Medio
CAL-03275,CALI,VIF,Comisaria_2_Familia_Cali,2022,70.0,1.1,10,1,632,1,3,1,595,482.0,Medio
CAL-03294,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,5,1,556,0,1,2,595,570.0,Medio
CAL-03439,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,1,623,1,3,3,595,525.5,Medio
CAL-03536,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,3,1,635,1,3,3,595,525.5,Medio
CAL-04115,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,5,1,600,1,3,0,595,486.0,Medio
CAL-04262,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,8,1,658,1,3,4,595,506.0,Medio
CAL-04675,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,9,1,513,0,2,3,595,558.75,Medio
CAL-04759,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2021,70.0,1.3,5,1,606,1,2,4,595,526.5,Medio
CAL-05003,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,5,1,609,1,3,0,595,486.0,Medio
CAL-05597,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2023,70.0,1.25,2,1,628,1,2,0,595,559.5,Medio
CAL-05812,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,1,636,1,3,3,595,525.5,Medio
CAL-06733,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,5,1,621,1,1,2,595,570.0,Medio
CAL-06914,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,6,1,627,1,1,2,595,570.0,Medio
CAL-07104,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,5,1,623,1,2,9,595,579.75,Medio
CAL-07727,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2021,70.0,0.9,6,1,653,1,1,2,595,570.0,Medio
CAL-08057,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,5,1,630,1,3,0,595,486.0,Medio
CAL-08090,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,7,1,641,1,3,8,595,508.0,Medio
CAL-08091,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,3,1,610,1,3,3,595,525.5,Medio
CAL-09140,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,7,1,624,1,2,9,595,579.75,Medio
CAL-09264,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2024,70.0,0.9,5,1,642,1,1,2,595,570.0,Medio
CAL-02802,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,4,1,632,1,3,8,594,508.0,Medio
CAL-03144,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2022,70.0,0.9,6,1,696,1,1,2,594,570.0,Medio
CAL-04722,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,6,1,650,1,2,9,594,579.75,Medio
CAL-06466,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,4,1,634,1,3,8,594,508.0,Medio
CAL-08895,CALI,VIF,Juzgado_1_Familia_Cali,2020,70.0,1.45,8,1,682,1,3,3,594,525.5,Medio
CAL-09230,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2023,70.0,1.25,1,1,596,1,2,0,594,559.5,Medio
CAL-00518,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,4,1,647,1,3,3,593,525.5,Medio
CAL-00525,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,8,1,616,1,3,8,593,508.0,Medio
CAL-01818,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,4,1,641,1,3,3,593,525.5,Medio
CAL-07324,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,4,1,654,1,3,3,593,525.5,Medio
CAL-02360,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,3,1,601,1,2,9,592,579.75,Medio
CAL-03357,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,7,1,628,1,2,5,592,501.0,Medio
CAL-03390,CALI,SUSTANCIAS,Juzgado_1_Familia_Cali,2024,70.0,1.45,4,1,670,1,2,3,592,558.75,Medio
CAL-06179,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,3,1,585,1,2,9,592,579.75,Medio
CAL-06833,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,3,1,612,1,2,9,592,579.75,Medio
CAL-09054,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,7,1,648,1,2,5,592,501.0,Medio
CAL-09162,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,3,1,606,1,2,9,592,579.75,Medio
CAL-09262,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,4,1,602,1,2,9,592,579.75,Medio
CAL-00346,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2021,70.0,0.9,8,1,526,0,0,2,591,582.0,Medio
CAL-03166,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2023,70.0,1.2,3,1,632,1,2,5,591,501.0,Medio
CAL-04222,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,3,1,614,1,2,5,591,501.0,Medio
CAL-04673,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,9,1,649,1,3,8,591,508.0,Medio
CAL-00306,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,2,1,626,1,3,3,590,525.5,Medio
CAL-00543,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,5,1,589,1,2,9,590,579.75,Medio
CAL-00800,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,2,1,635,1,3,3,590,525.5,Medio
CAL-01674,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,2,1,635,1,3,3,590,525.5,Medio
CAL-02245,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,1,597,1,3,4,590,506.0,Medio
CAL-04411,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,2,1,613,1,3,3,590,525.5,Medio
CAL-05082,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2023,70.0,1.3,2,1,617,1,2,4,590,526.5,Medio
CAL-05268,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,12,1,684,1,2,5,590,501.0,Medio
CAL-06591,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,5,1,602,1,2,9,590,579.75,Medio
CAL-06909,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,2,1,599,1,3,3,590,525.5,Medio
CAL-07411,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,1,607,1,3,4,590,506.0,Medio
CAL-07701,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,4,1,624,1,3,4,590,506.0,Medio
CAL-08903,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2021,70.0,0.9,4,1,635,1,1,2,590,570.0,Medio
CAL-09051,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2021,70.0,1.1,5,1,596,1,2,6,590,498.5,Medio
CAL-09597,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,2,1,621,1,3,3,590,525.5,Medio
CAL-00116,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2023,70.0,1.1,5,1,604,1,2,1,589,557.5,Medio
CAL-02155,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,5,1,603,1,3,8,589,508.0,Medio
CAL-03337,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,5,1,622,1,3,8,589,508.0,Medio
CAL-04271,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2021,70.0,1.3,3,1,637,1,2,4,589,526.5,Medio
CAL-05402,CALI,VIF,Juzgado_1_Familia_Cali,2020,70.0,1.45,3,1,621,1,3,3,589,525.5,Medio
CAL-05550,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,4,1,615,1,3,8,589,508.0,Medio
CAL-06185,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,4,1,595,1,2,9,589,579.75,Medio
CAL-07510,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,4,1,616,1,2,9,589,579.75,Medio
CAL-07775,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2020,70.0,1.3,3,1,609,1,2,4,589,526.5,Medio
CAL-09604,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,4,1,585,1,2,9,589,579.75,Medio
CAL-00635,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2023,70.0,1.1,6,1,613,1,2,1,588,557.5,Medio
CAL-00642,CALI,VIF,Juzgado_4_Familia_Cali,2024,70.0,1.1,7,1,597,1,3,6,588,471.5,Medio
CAL-00732,CALI,VIF,Juzgado_2_Familia_Cali,2020,70.0,1.3,4,1,597,1,3,4,588,506.0,Medio
CAL-00990,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,6,1,596,1,2,6,588,498.5,Medio
CAL-01468,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,4,1,600,1,3,0,588,486.0,Medio
CAL-01482,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,4,1,581,1,3,0,588,486.0,Medio
CAL-01699,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,7,1,607,1,3,6,588,471.5,Medio
CAL-02312,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,7,1,605,1,3,9,588,483.0,Medio
CAL-02472,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,7,1,612,1,3,6,588,471.5,Medio
CAL-03191,CALI,VIF,Juzgado_4_Familia_Cali,2024,70.0,1.1,7,1,610,1,3,6,588,471.5,Medio
CAL-03258,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,4,1,591,1,3,0,588,486.0,Medio
CAL-03649,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,4,1,593,1,3,0,588,486.0,Medio
CAL-03957,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2020,70.0,0.9,1,1,575,1,1,2,588,570.0,Medio
CAL-04668,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2023,70.0,1.2,5,1,610,1,2,5,588,501.0,Medio
CAL-04753,CALI,VIF,Juzgado_2_Familia_Cali,2020,70.0,1.3,4,1,597,1,3,4,588,506.0,Medio
CAL-05042,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,7,1,607,1,3,9,588,483.0,Medio
CAL-06259,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2024,70.0,1.1,6,1,626,1,2,1,588,557.5,Medio
CAL-06349,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,4,1,526,0,3,0,588,486.0,Medio
CAL-07330,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2020,70.0,0.9,1,1,638,1,1,2,588,570.0,Medio
CAL-09077,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,5,1,354,0,2,5,588,501.0,Medio
CAL-09535,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,7,1,595,1,3,9,588,483.0,Medio
CAL-09874,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2021,70.0,1.25,4,1,607,1,2,0,588,559.5,Medio
CAL-00367,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,5,1,527,0,3,4,587,506.0,Medio
CAL-01825,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,5,1,602,1,3,4,587,506.0,Medio
CAL-01835,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,1,602,1,3,8,587,508.0,Medio
CAL-03799,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2022,70.0,1.1,5,1,589,1,2,6,587,498.5,Medio
CAL-04604,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2023,70.0,1.1,5,1,611,1,2,6,587,498.5,Medio
CAL-04711,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,5,1,628,1,3,4,587,506.0,Medio
CAL-04988,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,5,1,593,1,2,6,587,498.5,Medio
CAL-05668,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,7,1,608,1,3,9,587,483.0,Medio
CAL-07742,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,1,593,1,3,8,587,508.0,Medio
CAL-08159,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,8,1,712,1,2,8,587,542.0,Medio
CAL-08965,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,1,631,1,3,8,587,508.0,Medio
CAL-09455,CALI,VIF,Juzgado_3_Familia_Cali,2020,70.0,1.2,10,1,645,1,3,5,587,514.0,Medio
CAL-00204,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2021,70.0,1.25,3,1,604,1,2,0,586,559.5,Medio
CAL-00941,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2020,70.0,0.9,6,1,683,1,1,2,586,570.0,Medio
CAL-00971,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,3,1,578,1,2,9,586,579.75,Medio
CAL-01278,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,4,1,630,1,3,3,586,525.5,Medio
CAL-01602,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2022,70.0,1.25,6,1,632,1,2,0,586,559.5,Medio
CAL-02518,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2021,70.0,1.25,3,1,601,1,2,0,586,559.5,Medio
CAL-03465,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2021,70.0,1.25,3,1,609,1,2,0,586,559.5,Medio
CAL-04424,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,602,1,3,6,586,471.5,Medio
CAL-05959,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2021,70.0,1.1,4,1,603,1,2,1,586,557.5,Medio
CAL-06398,CALI,VIF,Juzgado_4_Familia_Cali,2024,70.0,1.1,8,1,597,1,3,6,586,471.5,Medio
CAL-07016,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2023,70.0,0.9,1,1,593,1,1,2,586,570.0,Medio
CAL-07056,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2021,70.0,1.25,3,1,590,1,2,0,586,559.5,Medio
CAL-07907,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,5,1,619,1,3,8,586,508.0,Medio
CAL-07991,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2021,70.0,1.1,7,1,602,1,2,1,586,557.5,Medio
CAL-08254,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,8,1,624,1,3,6,586,471.5,Medio
CAL-09416,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2024,70.0,0.9,1,1,629,1,1,2,586,570.0,Medio
CAL-00196,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,1,1,580,1,2,8,585,542.0,Medio
CAL-00255,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,4,1,615,1,3,4,585,506.0,Medio
CAL-00453,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2024,70.0,0.9,12,1,529,0,2,2,585,460.0,Medio
CAL-01384,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,1,1,638,1,2,8,585,542.0,Medio
