expediente_id,municipio,tipo_proceso,despacho,anio_radicacion,ivf_score,carga_despacho,n_audiencias,apelacion,duracion_dias,terminado
CAL-04136,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,3,1,642,1
CAL-04137,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,5,0,322,0
CAL-04138,CALI,VIF,Comisaria_2_Familia_Cali,2022,70.0,1.1,2,0,388,1
CAL-04139,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,4,1,548,1
CAL-04140,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,0,434,1
CAL-04141,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,8,0,533,0
CAL-04142,CALI,VIF,Juzgado_3_Familia_Cali,2023,70.0,1.2,5,0,284,0
CAL-04143,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,2,0,494,1
CAL-04144,CALI,VIF,Juzgado_4_Familia_Cali,2024,70.0,1.1,8,0,437,1
CAL-04145,CALI,VIF,Juzgado_1_Familia_Cali,2023,70.0,1.45,8,0,527,1
CAL-04146,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2023,70.0,1.25,4,1,658,1
CAL-04147,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,3,0,532,1
CAL-04148,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2023,70.0,1.45,4,0,554,1
CAL-04149,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,0,433,1
CAL-04150,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,7,0,540,1
CAL-04151,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2023,70.0,1.25,2,1,686,1
CAL-04152,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2024,70.0,1.3,2,0,486,1
CAL-04153,CALI,VIF,Comisaria_2_Familia_Cali,2021,70.0,1.1,6,0,434,1
CAL-04154,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2021,70.0,1.1,3,1,679,1
CAL-04155,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,2,0,451,1
CAL-04156,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,1,0,429,1
CAL-04157,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,1,0,231,0
CAL-04158,CALI,VIF,Comisaria_3_Familia_Cali,2021,70.0,0.9,10,0,447,1
CAL-04159,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2022,70.0,1.25,10,0,542,1
CAL-04160,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2021,70.0,1.45,3,0,605,1
CAL-04161,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,14,0,607,1
CAL-04162,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2023,70.0,1.3,10,1,481,0
CAL-04163,CALI,VIF,Juzgado_2_Familia_Cali,2023,70.0,1.3,5,1,625,1
CAL-04164,CALI,VIF,Juzgado_5_Familia_Cali,2021,70.0,0.95,4,0,190,0
CAL-04165,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2020,70.0,1.1,18,0,589,1
CAL-04166,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2021,70.0,1.45,7,0,576,1
CAL-04167,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2020,70.0,1.45,7,1,375,0
CAL-04168,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,6,1,457,0
CAL-04169,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2023,70.0,1.45,8,0,592,1
CAL-04170,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,3,1,340,0
CAL-04171,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,3,0,417,1
CAL-04172,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,1,676,1
CAL-04173,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,1,1,689,1
CAL-04174,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,1,0,490,1
CAL-04175,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,7,1,690,1
CAL-04176,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2024,70.0,1.1,2,1,578,1
CAL-04177,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2023,70.0,1.25,5,0,567,1
CAL-04178,CALI,VIF,Comisaria_3_Familia_Cali,2023,70.0,0.9,2,1,307,0
CAL-04179,CALI,VIF,Juzgado_5_Familia_Cali,2023,70.0,0.95,10,0,449,1
CAL-04180,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2020,70.0,1.35,8,1,567,0
CAL-04181,CALI,VIF,Juzgado_1_Familia_Cali,2021,70.0,1.45,4,0,455,1
CAL-04182,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,13,0,546,1
CAL-04183,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,1,0,475,1
CAL-04184,CALI,VIF,Juzgado_3_Familia_Cali,2023,70.0,1.2,1,1,554,1
CAL-04185,CALI,VIF,Comisaria_2_Familia_Cali,2021,70.0,1.1,6,0,424,1
CAL-04186,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,1,0,457,1
CAL-04187,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,7,0,503,1
CAL-04188,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,7,1,692,1
CAL-04189,CALI,VIF,Juzgado_2_Familia_Cali,2023,70.0,1.3,7,0,468,1
CAL-04190,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,4,1,606,1
CAL-04191,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2022,70.0,1.25,3,0,522,1
CAL-04192,CALI,VIF,Juzgado_2_Familia_Cali,2021,70.0,1.3,1,0,427,1
CAL-04193,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,0,526,1
CAL-04194,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,2,0,442,1
CAL-04195,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,0,430,1
CAL-04196,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2024,70.0,1.2,5,0,575,1
CAL-04197,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,3,0,431,1
CAL-04198,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,5,0,464,1
CAL-04199,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,12,1,666,1
CAL-04200,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,6,0,600,1
CAL-04201,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,1,0,411,1
CAL-04202,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,0,424,1
CAL-04203,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2023,70.0,1.25,7,0,606,1
CAL-04204,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,10,0,361,0
CAL-04205,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,1,0,382,1
CAL-04206,CALI,VIF,Comisaria_1_Familia_Cali,2021,70.0,1.25,3,0,423,1
CAL-04207,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,7,1,614,1
CAL-04208,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2022,70.0,0.9,6,0,417,1
CAL-04209,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,7,0,468,1
CAL-04210,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,11,1,679,1
CAL-04211,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2021,70.0,1.15,5,0,421,1
CAL-04212,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,1,1,622,1
CAL-04213,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,5,0,517,1
CAL-04214,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2022,70.0,0.9,3,0,468,1
CAL-04215,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,10,1,623,1
CAL-04216,CALI,VIF,Comisaria_3_Familia_Cali,2022,70.0,0.9,9,1,601,1
CAL-04217,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,4,0,606,1
CAL-04218,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2023,70.0,1.1,6,0,553,1
CAL-04219,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,7,0,547,1
CAL-04220,CALI,VIF,Juzgado_5_Familia_Cali,2020,70.0,0.95,3,0,381,1
CAL-04221,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2024,70.0,1.3,2,0,581,1
CAL-04222,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2024,70.0,1.2,3,1,614,1
CAL-04223,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2022,70.0,1.45,9,0,693,1
CAL-04224,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,4,0,464,1
CAL-04225,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,8,1,560,0
CAL-04226,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2020,70.0,1.2,3,0,504,1
CAL-04227,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2020,70.0,1.2,5,1,689,1
CAL-04228,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,5,0,548,1
CAL-04229,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,5,1,483,0
CAL-04230,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,8,0,589,1
CAL-04231,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,1,0,298,0
CAL-04232,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,16,0,660,1
CAL-04233,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2022,70.0,1.45,6,1,600,0
CAL-04234,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2022,70.0,0.9,3,1,580,1
CAL-04235,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,340,0
CAL-04236,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,5,1,599,0
CAL-04237,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2022,70.0,0.95,3,0,429,1
CAL-04238,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,1,1,671,1
CAL-04239,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,4,1,551,1
CAL-04240,CALI,VIF,Comisaria_2_Familia_Cali,2023,70.0,1.1,6,0,441,1
CAL-04241,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2023,70.0,1.2,4,0,437,1
CAL-04242,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,1,0,495,1
CAL-04243,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2023,70.0,1.1,3,1,700,1
CAL-04244,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia_Cali,2023,70.0,1.2,14,1,394,0
CAL-04245,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,13,1,633,0
CAL-04246,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,1,0,568,1
CAL-04247,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,4,0,496,1
CAL-04248,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,1,0,247,0
CAL-04249,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2023,70.0,1.25,1,0,462,1
CAL-04250,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,2,0,352,1
CAL-04251,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,1,0,420,1
CAL-04252,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,10,1,449,0
CAL-04253,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,5,0,618,1
CAL-04254,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,0,523,1
CAL-04255,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2023,70.0,1.1,8,0,590,1
CAL-04256,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,2,0,470,1
CAL-04257,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,0,504,1
CAL-04258,CALI,VIF,Juzgado_4_Familia_Cali,2024,70.0,1.1,2,1,544,1
CAL-04259,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,11,0,519,1
CAL-04260,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,6,1,589,1
CAL-04261,CALI,VIF,Comisaria_2_Familia_Cali,2023,70.0,1.1,2,0,172,0
CAL-04262,CALI,VIF,Juzgado_2_Familia_Cali,2024,70.0,1.3,8,1,658,1
CAL-04263,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,4,0,436,1
CAL-04264,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,9,0,507,1
CAL-04265,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,0,441,1
CAL-04266,CALI,VIF,Comisaria_2_Familia_Cali,2023,70.0,1.1,3,0,393,1
CAL-04267,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,3,0,464,1
CAL-04268,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,4,0,441,1
CAL-04269,CALI,SUSTANCIAS,Comisaria_1_Familia_Cali,2024,70.0,1.25,10,0,520,1
CAL-04270,CALI,VIF,Juzgado_5_Familia_Cali,2020,70.0,0.95,6,0,393,1
CAL-04271,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2021,70.0,1.3,3,1,637,1
CAL-04272,CALI,VIF,Juzgado_3_Familia_Cali,2023,70.0,1.2,1,0,415,1
CAL-04273,CALI,HURTO_PATRIMONIAL,Juzgado_3_Familia_Cali,2024,70.0,1.2,9,0,504,0
CAL-04274,CALI,SUSTANCIAS,Juzgado_3_Familia_Cali,2020,70.0,1.2,1,0,426,1
CAL-04275,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,11,0,564,1
CAL-04276,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,4,0,519,1
CAL-04277,CALI,VIF,Comisaria_2_Familia_Cali,2024,70.0,1.1,6,0,436,1
CAL-04278,CALI,SUSTANCIAS,Comisaria_3_Familia_Cali,2024,70.0,0.9,3,1,572,1
CAL-04279,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,5,1,686,1
CAL-04280,CALI,ALIMENTOS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,7,0,596,1
CAL-04281,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,5,0,464,1
CAL-04282,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2024,70.0,1.2,3,1,679,1
CAL-04283,CALI,VIF,Juzgado_4_Familia_Cali,2021,70.0,1.1,7,0,188,0
CAL-04284,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,2,0,391,1
CAL-04285,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,6,0,593,1
CAL-04286,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,11,1,697,1
CAL-04287,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2021,70.0,1.35,7,0,490,1
CAL-04288,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2023,70.0,1.3,5,0,568,1
CAL-04289,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2024,70.0,1.25,2,0,511,1
CAL-04290,CALI,SUSTANCIAS,Juzgado_2_Familia_Cali,2022,70.0,1.3,3,1,649,1
CAL-04291,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2020,70.0,1.3,5,1,447,0
CAL-04292,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2021,70.0,1.1,2,1,583,1
CAL-04293,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,4,1,634,1
CAL-04294,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,12,1,505,0
CAL-04295,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,7,0,491,1
CAL-04296,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,10,1,663,1
CAL-04297,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,3,0,515,1
CAL-04298,CALI,VIF,Juzgado_3_Familia_Cali,2021,70.0,1.2,4,1,603,1
CAL-04299,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2024,70.0,1.25,5,0,561,1
CAL-04300,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,6,1,673,1
CAL-04301,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,3,0,394,1
CAL-04302,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,11,0,622,1
CAL-04303,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,9,0,463,1
CAL-04304,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2024,70.0,1.1,3,0,484,1
CAL-04305,CALI,HURTO_PATRIMONIAL,Comisaria_3_Familia_Cali,2022,70.0,0.9,1,0,447,1
CAL-04306,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,10,0,595,1
CAL-04307,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2020,70.0,1.3,5,0,509,1
CAL-04308,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,8,1,629,1
CAL-04309,CALI,SUSTANCIAS,Juzgado_4_Familia_Cali,2024,70.0,1.1,8,0,263,0
CAL-04310,CALI,VIF,Comisaria_1_Familia_Cali,2022,70.0,1.25,12,1,663,1
CAL-04311,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,12,0,513,1
CAL-04312,CALI,VIF,Comisaria_2_Familia_Cali,2022,70.0,1.1,2,1,570,1
CAL-04313,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2023,70.0,0.95,3,0,395,1
CAL-04314,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,6,0,448,1
CAL-04315,CALI,HURTO_PATRIMONIAL,Comisaria_1_Familia_Cali,2023,70.0,1.25,11,0,329,0
CAL-04316,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2022,70.0,1.1,5,1,507,0
CAL-04317,CALI,VIF,Juzgado_3_Familia_Cali,2022,70.0,1.2,5,0,410,1
CAL-04318,CALI,VIF,Juzgado_1_Familia_Cali,2022,70.0,1.45,6,0,483,1
CAL-04319,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,4,0,526,1
CAL-04320,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,2,0,482,1
CAL-04321,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,4,0,609,1
CAL-04322,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2021,70.0,1.1,3,0,518,1
CAL-04323,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2022,70.0,1.3,5,0,538,1
CAL-04324,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,13,0,533,1
CAL-04325,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,4,0,440,1
CAL-04326,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,8,0,551,1
CAL-04327,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2024,70.0,1.3,13,0,641,1
CAL-04328,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2020,70.0,1.15,6,1,587,1
CAL-04329,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2024,70.0,0.95,9,0,545,1
CAL-04330,CALI,VIF,Juzgado_4_Familia_Cali,2021,70.0,1.1,1,0,373,1
CAL-04331,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2024,70.0,1.1,1,1,675,1
CAL-04332,CALI,SUSTANCIAS,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,1,0,490,1
CAL-04333,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2023,70.0,1.1,2,0,443,1
CAL-04334,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2023,70.0,0.9,2,1,596,1
CAL-04335,CALI,VIF,Juzgado_2_Familia_Cali,2020,70.0,1.3,1,0,435,1
CAL-04336,CALI,VIF,Comisaria_1_Familia_Cali,2023,70.0,1.25,3,1,428,0
CAL-04337,CALI,VIF,Comisaria_3_Familia_Cali,2024,70.0,0.9,2,0,348,1
CAL-04338,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2023,70.0,1.15,10,0,567,1
CAL-04339,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,1,1,633,1
CAL-04340,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,8,0,538,1
CAL-04341,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,7,1,685,1
CAL-04342,CALI,VIF,Juzgado_4_Familia_Cali,2022,70.0,1.1,3,1,554,1
CAL-04343,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2020,70.0,0.9,3,0,448,1
CAL-04344,CALI,VIF,Juzgado_4_Familia_Cali,2021,70.0,1.1,8,0,439,1
CAL-04345,CALI,VIF,Juzgado_Penal_Municipal_2_Cali,2022,70.0,1.15,1,0,406,1
CAL-04346,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2023,70.0,1.2,3,1,669,1
CAL-04347,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2022,70.0,1.1,3,0,478,1
CAL-04348,CALI,ALIMENTOS,Comisaria_1_Familia_Cali,2020,70.0,1.25,4,0,509,1
CAL-04349,CALI,ALIMENTOS,Juzgado_3_Familia_Cali,2020,70.0,1.2,4,0,496,1
CAL-04350,CALI,SUSTANCIAS,Juzgado_5_Familia_Cali,2024,70.0,0.95,5,0,427,1
CAL-04351,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,3,0,615,1
CAL-04352,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2024,70.0,0.95,3,0,429,1
CAL-04353,CALI,HURTO_PATRIMONIAL,Juzgado_5_Familia_Cali,2022,70.0,0.95,4,0,473,1
CAL-04354,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2021,70.0,1.1,17,0,571,1
CAL-04355,CALI,HURTO_PATRIMONIAL,Comisaria_2_Familia_Cali,2023,70.0,1.1,6,0,290,0
CAL-04356,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2022,70.0,1.35,2,0,407,1
CAL-04357,CALI,HURTO_PATRIMONIAL,Juzgado_2_Familia_Cali,2023,70.0,1.3,1,1,690,1
CAL-04358,CALI,VIF,Juzgado_2_Familia_Cali,2023,70.0,1.3,4,0,432,1
CAL-04359,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2024,70.0,1.1,6,0,576,1
CAL-04360,CALI,VIF,Comisaria_1_Familia_Cali,2024,70.0,1.25,1,0,443,1
CAL-04361,CALI,HURTO_PATRIMONIAL,Juzgado_1_Familia_Cali,2020,70.0,1.45,3,1,451,0
CAL-04362,CALI,ALIMENTOS,Juzgado_5_Familia_Cali,2021,70.0,0.95,2,1,597,1
CAL-04363,CALI,ALIMENTOS,Comisaria_2_Familia_Cali,2023,70.0,1.1,2,0,313,0
CAL-04364,CALI,VIF,Juzgado_5_Familia_Cali,2021,70.0,0.95,1,0,349,1
CAL-04365,CALI,ALIMENTOS,Juzgado_1_Familia_Cali,2024,70.0,1.45,10,0,652,1
CAL-04366,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2023,70.0,1.1,1,0,537,1
CAL-04367,CALI,VIF,Juzgado_5_Familia_Cali,2024,70.0,0.95,1,0,363,1
CAL-04368,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2023,70.0,0.9,3,0,272,0
CAL-04369,CALI,SUSTANCIAS,Comisaria_2_Familia_Cali,2022,70.0,1.1,2,1,569,1
CAL-04370,CALI,VIF,Juzgado_1_Familia_Cali,2024,70.0,1.45,4,0,498,1
CAL-04371,CALI,VIF,Juzgado_5_Familia_Cali,2022,70.0,0.95,5,0,371,1
CAL-04372,CALI,HURTO_PATRIMONIAL,Juzgado_4_Familia_Cali,2024,70.0,1.1,3,1,664,1
CAL-04373,CALI,VIF,Comisaria_2_Familia_Cali,2024,70.0,1.1,4,0,423,1
CAL-04374,CALI,VIF,Juzgado_Penal_Municipal_1_Cali,2023,70.0,1.35,2,1,597,1
CAL-04375,CALI,ALIMENTOS,Juzgado_2_Familia_Cali,2023,70.0,1.3,5,0,568,1
CAL-04376,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2023,70.0,0.9,1,1,578,1
CAL-04377,CALI,VIF,Comisaria_2_Familia_Cali,2021,70.0,1.1,9,0,447,1
CAL-04378,CALI,VIF,Juzgado_4_Familia_Cali,2023,70.0,1.1,6,0,437,1
CAL-04379,CALI,ALIMENTOS,Comisaria_3_Familia_Cali,2024,70.0,0.9,7,0,215,0
CAL-04380,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2020,70.0,1.1,3,1,628,1
CAL-04381,CALI,ALIMENTOS,Juzgado_4_Familia_Cali,2024,70.0,1.1,5,1,670,1
CAL-04382,CALI,HURTO_PATRIMONIAL,Juzgado_Penal_Municipal_1_Cali,2024,70.0,1.35,4,1,424,0
CAL-04383,CALI,VIF,Juzgado_3_Familia_Cali,2024,70.0,1.2,15,0,514,1
CAL-04384,CALI,VIF,Juzgado_2_Familia_Cali,2022,70.0,1.3,1,0,424,1
CAL-04385,CALI,VIF,Comisaria_3_Familia_Cali,2021,70.0,0.9,9,0,415,1
CAL-04386,CALI,ALIMENTOS,Juzgado_Penal_Municipal_2_Cali,2024,70.0,1.15,8,1,711,1
