municipio,anio,vif_total,inasistencia_total,medidas_proteccion_total,alimentos_familia_total,ivf_score_bruto,ivf_score_ponderado,poblacion,ivf_tasa_100k,nivel_riesgo
MONTERIA (CT),2023,111,0,0,0,44.400000000000006,0.7,50000,88.8,ALTO
MONTERIA (CT),2024,179,0,0,0,71.60000000000001,1.1,50000,143.2,ALTO
MONTERIA (CT),2025,233,0,0,0,93.2,1.5,50000,186.4,ALTO
MONTERREY,2020,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
MONTERREY,2021,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
MONTERREY,2022,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
MONTERREY,2023,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
MONTERREY,2024,39,0,0,0,15.600000000000001,0.2,50000,31.2,ALTO
MONTERREY,2025,35,0,0,0,14.0,0.2,50000,28.0,ALTO
MORALES,2020,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
MORALES,2021,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
MORALES,2022,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
MORALES,2023,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
MORALES,2024,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
MORALES,2025,37,0,0,0,14.8,0.2,50000,29.6,ALTO
MORELIA,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
MORELIA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
MORELIA,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
MORELIA,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
MORROA,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
MORROA,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
MORROA,2022,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
MORROA,2023,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
MORROA,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
MORROA,2025,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
MOSQUERA,2020,352,0,0,0,140.8,2.3,50000,281.6,ALTO
MOSQUERA,2021,279,0,0,0,111.60000000000001,1.8,50000,223.2,ALTO
MOSQUERA,2022,319,0,0,0,127.60000000000001,2.0,50000,255.2,ALTO
MOSQUERA,2023,346,0,0,0,138.4,2.2,50000,276.8,ALTO
MOSQUERA,2024,465,0,0,0,186.0,3.0,50000,372.0,ALTO
MOSQUERA,2025,332,0,0,0,132.8,2.1,50000,265.6,ALTO
MOTAVITA,2020,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
MOTAVITA,2021,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
MOTAVITA,2022,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
MOTAVITA,2023,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
MOTAVITA,2024,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
MOTAVITA,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
MURILLO,2020,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
MURILLO,2021,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
MURILLO,2022,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
MURILLO,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
MURILLO,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
MURILLO,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
MURINDO,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
MURINDO,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
MURINDO,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
MURINDO,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
MUTATA,2020,30,0,0,0,12.0,0.2,50000,24.0,ALTO
MUTATA,2021,26,0,0,0,10.4,0.2,50000,20.8,ALTO
MUTATA,2022,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
MUTATA,2023,36,0,0,0,14.4,0.2,50000,28.8,ALTO
MUTATA,2024,37,0,0,0,14.8,0.2,50000,29.6,ALTO
MUTATA,2025,46,0,0,0,18.400000000000002,0.3,50000,36.8,ALTO
MUTISCUA,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
MUTISCUA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
MUTISCUA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
MUTISCUA,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
MUTISCUA,2024,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
MUTISCUA,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
MUZO,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
MUZO,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
MUZO,2023,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
MUZO,2024,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
MUZO,2025,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
NARINO,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NARINO,2021,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
NARINO,2022,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
NARINO,2023,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
NARINO,2024,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
NARINO,2025,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
NATAGA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NATAGA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NATAGA,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NATAGA,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NATAGA,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NATAGA,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
NATAGAIMA,2020,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
NATAGAIMA,2021,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
NATAGAIMA,2022,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
NATAGAIMA,2023,32,0,0,0,12.8,0.2,50000,25.6,ALTO
NATAGAIMA,2024,62,0,0,0,24.8,0.4,50000,49.6,ALTO
NATAGAIMA,2025,29,0,0,0,11.600000000000001,0.2,50000,23.2,ALTO
NECHI,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NECHI,2021,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NECHI,2022,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
NECHI,2023,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
NECHI,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NECHI,2025,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
NECOCLI,2020,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
NECOCLI,2021,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
NECOCLI,2022,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
NECOCLI,2023,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
NECOCLI,2024,26,0,0,0,10.4,0.2,50000,20.8,ALTO
NECOCLI,2025,23,0,0,0,9.200000000000001,0.1,50000,18.4,MEDIO
NEIRA,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NEIRA,2021,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
NEIRA,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NEIRA,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NEIRA,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NEIRA,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NEIVA,2020,170,0,0,0,68.0,1.1,50000,136.0,ALTO
NEIVA,2021,202,0,0,0,80.80000000000001,1.3,50000,161.6,ALTO
NEIVA,2022,213,0,0,0,85.2,1.4,50000,170.4,ALTO
NEIVA,2023,261,0,0,0,104.4,1.7,50000,208.8,ALTO
NEIVA,2024,251,0,0,0,100.4,1.6,50000,200.8,ALTO
NEIVA (CT),2020,216,0,0,0,86.4,1.4,50000,172.8,ALTO
NEIVA (CT),2021,341,0,0,0,136.4,2.2,50000,272.8,ALTO
NEIVA (CT),2022,274,0,0,0,109.60000000000001,1.8,50000,219.2,ALTO
NEIVA (CT),2023,340,0,0,0,136.0,2.2,50000,272.0,ALTO
NEIVA (CT),2024,369,0,0,0,147.6,2.4,50000,295.2,ALTO
NEIVA (CT),2025,474,0,0,0,189.60000000000002,3.0,50000,379.2,ALTO
NEMOCON,2020,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
NEMOCON,2021,26,0,0,0,10.4,0.2,50000,20.8,ALTO
NEMOCON,2022,30,0,0,0,12.0,0.2,50000,24.0,ALTO
NEMOCON,2023,43,0,0,0,17.2,0.3,50000,34.4,ALTO
NEMOCON,2024,60,0,0,0,24.0,0.4,50000,48.0,ALTO
NEMOCON,2025,33,0,0,0,13.200000000000001,0.2,50000,26.4,ALTO
NILO,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NILO,2021,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
NILO,2022,15,0,0,0,6.0,0.1,50000,12.0,MEDIO
NILO,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
NILO,2024,27,0,0,0,10.8,0.2,50000,21.6,ALTO
NILO,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NIMAIMA,2020,8,0,0,0,3.2,0.0,50000,6.4,BAJO
NIMAIMA,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NIMAIMA,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
NIMAIMA,2023,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
NIMAIMA,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NIMAIMA,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NOBSA,2020,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
NOBSA,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NOBSA,2022,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NOBSA,2023,32,0,0,0,12.8,0.2,50000,25.6,ALTO
NOBSA,2024,27,0,0,0,10.8,0.2,50000,21.6,ALTO
NOBSA,2025,29,0,0,0,11.600000000000001,0.2,50000,23.2,ALTO
NOCAIMA,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NOCAIMA,2021,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
NOCAIMA,2022,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
NOCAIMA,2023,8,0,0,0,3.2,0.0,50000,6.4,BAJO
NOCAIMA,2024,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NOCAIMA,2025,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NORCASIA,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NORCASIA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NORCASIA,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
NORCASIA,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NORCASIA,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
NORCASIA,2025,2,0,0,0,0.8,0.0,50000,1.6,BAJO
NOROSI,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NOROSI,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NOROSI,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NOROSI,2023,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NOROSI,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NOROSI,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
NOVITA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NOVITA,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NOVITA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NOVITA,2023,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NOVITA,2024,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NOVITA,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NUEVA GRANADA,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NUEVA GRANADA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NUEVA GRANADA,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NUEVA GRANADA,2023,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
NUEVA GRANADA,2024,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
NUEVA GRANADA,2025,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
NUEVO COLON,2020,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NUEVO COLON,2021,8,0,0,0,3.2,0.0,50000,6.4,BAJO
NUEVO COLON,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NUEVO COLON,2023,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
NUEVO COLON,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NUEVO COLON,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
NUNCHIA,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
NUNCHIA,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
NUNCHIA,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
NUNCHIA,2023,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
NUNCHIA,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
NUNCHIA,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
NUQUI,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
NUQUI,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
NUQUI,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
NUQUI,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
NUQUI,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
NUQUI,2025,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
OBANDO,2020,10,0,0,0,4.0,0.1,13700,29.2,MEDIO
OBANDO,2021,14,0,0,0,5.6000000000000005,0.1,13700,40.88,MEDIO
OBANDO,2022,3,0,0,0,1.2000000000000002,0.0,13700,8.76,BAJO
OBANDO,2023,17,0,0,0,6.800000000000001,0.1,13700,49.64,MEDIO
OBANDO,2024,29,0,0,0,11.600000000000001,0.2,13700,84.67,ALTO
OBANDO,2025,15,0,0,0,6.0,0.1,13700,43.8,MEDIO
OCAMONTE,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OCAMONTE,2021,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
OCAMONTE,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OCAMONTE,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OCAMONTE,2025,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
OCANA,2020,56,0,0,0,22.400000000000002,0.4,50000,44.8,ALTO
OCANA,2021,109,0,0,0,43.6,0.7,50000,87.2,ALTO
OCANA,2022,79,0,0,0,31.6,0.5,50000,63.2,ALTO
OCANA,2023,81,0,0,0,32.4,0.5,50000,64.8,ALTO
OCANA,2024,149,0,0,0,59.6,1.0,50000,119.2,ALTO
OCANA,2025,273,0,0,0,109.2,1.7,50000,218.4,ALTO
OIBA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
OIBA,2021,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
OIBA,2022,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
OIBA,2023,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
OIBA,2024,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
OIBA,2025,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
OICATA,2020,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OICATA,2021,5,0,0,0,2.0,0.0,50000,4.0,BAJO
OICATA,2022,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
OICATA,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
OICATA,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
OLAYA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
OLAYA,2021,1,0,0,0,0.4,0.0,50000,0.8,BAJO
OLAYA,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OLAYA,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OLAYA HERRERA,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OLAYA HERRERA,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OLAYA HERRERA,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
OLAYA HERRERA,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
ONZAGA,2020,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
ONZAGA,2021,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
ONZAGA,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
ONZAGA,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
ONZAGA,2024,8,0,0,0,3.2,0.0,50000,6.4,BAJO
ONZAGA,2025,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OPORAPA,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OPORAPA,2021,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OPORAPA,2022,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OPORAPA,2023,12,0,0,0,4.800000000000001,0.1,50000,9.6,MEDIO
OPORAPA,2024,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
OPORAPA,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
ORITO,2020,25,0,0,0,10.0,0.2,50000,20.0,ALTO
ORITO,2021,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
ORITO,2022,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
ORITO,2023,56,0,0,0,22.400000000000002,0.4,50000,44.8,ALTO
ORITO,2024,55,0,0,0,22.0,0.3,50000,44.0,ALTO
ORITO,2025,37,0,0,0,14.8,0.2,50000,29.6,ALTO
ORITO,9999,0,1,1,0,0.30000000000000004,0.0,50000,0.6,BAJO
OROCUE,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OROCUE,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OROCUE,2022,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
OROCUE,2023,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
OROCUE,2024,46,0,0,0,18.400000000000002,0.3,50000,36.8,ALTO
OROCUE,2025,19,0,0,0,7.6000000000000005,0.1,50000,15.2,MEDIO
ORTEGA,2020,57,0,0,0,22.8,0.4,50000,45.6,ALTO
ORTEGA,2021,87,0,0,0,34.800000000000004,0.6,50000,69.6,ALTO
ORTEGA,2022,69,0,0,0,27.6,0.4,50000,55.2,ALTO
ORTEGA,2023,65,0,0,0,26.0,0.4,50000,52.0,ALTO
ORTEGA,2024,61,0,0,0,24.400000000000002,0.4,50000,48.8,ALTO
ORTEGA,2025,47,0,0,0,18.8,0.3,50000,37.6,ALTO
OSPINA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
OSPINA,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
OSPINA,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OSPINA,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
OSPINA,2024,2,0,0,0,0.8,0.0,50000,1.6,BAJO
OSPINA,2025,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
OTANCHE,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
OTANCHE,2021,5,0,0,0,2.0,0.0,50000,4.0,BAJO
OTANCHE,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
OTANCHE,2023,8,0,0,0,3.2,0.0,50000,6.4,BAJO
OTANCHE,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
OTANCHE,2025,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
OVEJAS,2020,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
OVEJAS,2021,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
OVEJAS,2022,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
OVEJAS,2023,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
OVEJAS,2024,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
OVEJAS,2025,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
PACHAVITA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PACHAVITA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PACHAVITA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PACHAVITA,2024,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PACHAVITA,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PACHO,2020,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
PACHO,2021,54,0,0,0,21.6,0.3,50000,43.2,ALTO
PACHO,2022,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
PACHO,2023,30,0,0,0,12.0,0.2,50000,24.0,ALTO
PACHO,2024,66,0,0,0,26.400000000000002,0.4,50000,52.8,ALTO
PACHO,2025,90,0,0,0,36.0,0.6,50000,72.0,ALTO
PACOA,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PACORA,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PACORA,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PACORA,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PACORA,2023,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PACORA,2024,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
PADILLA,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PADILLA,2021,5,0,0,0,2.0,0.0,50000,4.0,BAJO
PADILLA,2022,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PADILLA,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PADILLA,2024,4,0,0,0,1.6,0.0,50000,3.2,BAJO
PADILLA,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PAEZ,2020,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
PAEZ,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PAEZ,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
PAEZ,2023,9,0,0,0,3.6,0.1,50000,7.2,MEDIO
PAEZ,2024,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
PAEZ,2025,43,0,0,0,17.2,0.3,50000,34.4,ALTO
PAICOL,2020,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PAICOL,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PAICOL,2023,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PAICOL,2024,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
PAICOL,2025,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PAILITAS,2020,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
PAILITAS,2021,11,0,0,0,4.4,0.1,50000,8.8,MEDIO
PAILITAS,2022,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PAILITAS,2023,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PAILITAS,2024,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
PAILITAS,2025,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
PAIME,2020,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PAIME,2021,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PAIME,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PAIME,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
PAIME,2024,6,0,0,0,2.4000000000000004,0.0,50000,4.8,BAJO
PAIME,2025,8,0,0,0,3.2,0.0,50000,6.4,BAJO
PAIPA,2020,14,0,0,0,5.6000000000000005,0.1,50000,11.2,MEDIO
PAIPA,2021,37,0,0,0,14.8,0.2,50000,29.6,ALTO
PAIPA,2022,25,0,0,0,10.0,0.2,50000,20.0,ALTO
PAIPA,2023,31,0,0,0,12.4,0.2,50000,24.8,ALTO
PAIPA,2024,63,0,0,0,25.200000000000003,0.4,50000,50.4,ALTO
PAIPA,2025,117,0,0,0,46.800000000000004,0.7,50000,93.6,ALTO
PAJARITO,2020,5,0,0,0,2.0,0.0,50000,4.0,BAJO
PAJARITO,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PAJARITO,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PAJARITO,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
PAJARITO,2024,5,0,0,0,2.0,0.0,50000,4.0,BAJO
PAJARITO,2025,5,0,0,0,2.0,0.0,50000,4.0,BAJO
PALERMO,2020,7,0,0,0,2.8000000000000003,0.0,50000,5.6,BAJO
PALERMO,2021,13,0,0,0,5.2,0.1,50000,10.4,MEDIO
PALERMO,2022,26,0,0,0,10.4,0.2,50000,20.8,ALTO
PALERMO,2023,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
PALERMO,2024,27,0,0,0,10.8,0.2,50000,21.6,ALTO
PALERMO,2025,28,0,0,0,11.200000000000001,0.2,50000,22.4,ALTO
PALESTINA,2020,18,0,0,0,7.2,0.1,50000,14.4,MEDIO
PALESTINA,2021,20,0,0,0,8.0,0.1,50000,16.0,MEDIO
PALESTINA,2022,8,0,0,0,3.2,0.0,50000,6.4,BAJO
PALESTINA,2023,24,0,0,0,9.600000000000001,0.1,50000,19.2,MEDIO
PALESTINA,2024,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
PALESTINA,2025,21,0,0,0,8.4,0.1,50000,16.8,MEDIO
PALMAR,2021,4,0,0,0,1.6,0.0,50000,3.2,BAJO
PALMAR,2022,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PALMAR,2025,1,0,0,0,0.4,0.0,50000,0.8,BAJO
PALMAR DE VARELA,2020,16,0,0,0,6.4,0.1,50000,12.8,MEDIO
PALMAR DE VARELA,2021,22,0,0,0,8.8,0.1,50000,17.6,MEDIO
PALMAR DE VARELA,2022,17,0,0,0,6.800000000000001,0.1,50000,13.6,MEDIO
PALMAR DE VARELA,2023,10,0,0,0,4.0,0.1,50000,8.0,MEDIO
PALMAR DE VARELA,2024,32,0,0,0,12.8,0.2,50000,25.6,ALTO
PALMAR DE VARELA,2025,42,0,0,0,16.8,0.3,50000,33.6,ALTO
PALMAS DEL SOCORRO,2020,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PALMAS DEL SOCORRO,2021,3,0,0,0,1.2000000000000002,0.0,50000,2.4,BAJO
PALMAS DEL SOCORRO,2022,2,0,0,0,0.8,0.0,50000,1.6,BAJO
PALMAS DEL SOCORRO,2023,5,0,0,0,2.0,0.0,50000,4.0,BAJO
