c_digo_dane_departamento,departamento,c_digo_dane_municipio,municipio,tipo_municipio_isla_rea_no,categoria_municipio,comisarias_ley_2126_100_000,existencia_de_comisarias,nombre_comisaria,direcci_n_comisara,telefono_de_contacto,horario_de_atenci_n,longitud_de_ubicaci_n_de,latitud_de_ubicaci_n_de_la,coordenadas_de_ubicaci_n,fuente
68,SANTANDER,68307,GIRON,Municipio,2,2,1,Comisaría de Familia Girón,"Cra. 28 #con 53, Girón, Santander",Null,L-V 8-5,7079169,"-73,171,559","7°04'45.0""N 73°10'17.6""W",Directorio Comisarias Ley 2126
68,SANTANDER,68547,PIEDECUESTA,Municipio,2,2,1,Comisaria de Piedecuesta,cra. 6 #10-78,6650444,L-V 8-5,6984319,"-73,050,959","6°59'03.6""N 73°03'03.5""W",Directorio Comisarias Ley 2126
70,SUCRE,70001,SINCELEJO,Municipio,2,4,1,Comisaria Primera de Sincelejo,Calle 26 #16A-73 Calle Sabanas de Nariño,(+57) 5 2821742	comfamilia1@sincelejo.gov.co,L-V 8-5,9298504,"-75,396,123","9°17'54.6""N 75°23'46.0""W",Directorio Comisarias Ley 2126
70,SUCRE,70001,SINCELEJO,Municipio,2,Null,Null,Comisaría segunda de sincelejo,Calle 25 Nº 27 - 84 Barrio El Socorro,(+57) 3002829043	 comisariadefamilia2@sincelejo.gov.co,L-V 8-5,9302727,"-75,384,403","9°18'09.8""N 75°23'03.9""W",Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76109,BUENAVENTURA,Municipio,2,4,1,Comisaría de Familia de Buenaventura,Carrera 73B Calle 3ª Esquina.,"DENUNCIA: Recepción a las denuncias vía
telefónica o whatsapp al cel. 316 249 2622
JURÍDICA: Recepción a los casos vía
telefónica o whatsapp al cel. 317 682 0627
PSICOSOCIAL: Recepción a la orientación
psicológica vía telefónica o whatsapp al
cel. 316 249 2622",L-V 8-5,Null,Null,Null,Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,Municipio,2,2,0,Comisaría de Familia de Guadalara de Buga,Calle 24 # 13-04,"Tels. 236 6781 - 236 6784 - 228 2000
Cel. 311 340 1230
Correo electrónico:
sgobierno@guadalajaradebuga-valle.gov.co",L-V 8-5,"3,913,439","-76,295,345","3°54'48.4""N 76°17'43.2""W",Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76130,CANDELARIA,Municipio,2,1,0,comisaria de familia de buga 1,"carrera 8 # 8-45, barrio San Cristóbal - Candelaria",(602) 264 6830,L-V 8-5,3408529,"-76,347,839","3°24'30.7""N 76°20'52.2""W",Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76130,CANDELARIA,Municipio,2,Null,Null,comisaria de familia de buga 2,"calle 10 # 10-55, 3er piso - Edificio Copecan - Villagorgona",(602) 261 5053,L-V 8-5,3395364,"-76,388,031","3°23'43.3""N 76°23'16.9""W",Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76147,CARTAGO,Municipio,2,2,1,Comisaría de Familia 1,Carrera 2 Norte N° 12 – 35,(57+2) 211 41 01/02/03/04 Fax: (57+2) 212 77 84,L-V 8-5,4753833,"-75,914,717","4°45'13.8""N 75°54'53.0""W",Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76147,CARTAGO,Municipio,2,Null,Null,Comisaría de Familia 2,"Carrera 1 con calle 37, barrio Campo Alegre, Casa de Justicia",(57+2) 211 41 01/02/03/04 Fax: (57+2) 212 77 84,L-V 8-5,4760180,"-75,934,259","4°45'36.7""N 75°56'03.3""W",Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76364,JAMUNDI,Municipio,2,2,1,Comisaría Primera,Null,"Tel. 519 0969 Ext. 1056
Cel. 318 796 5216
Correo electrónico:
comisariafamilia@jamundi.gov.co",L-V 8-5,Null,Null,Null,Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76364,JAMUNDI,Municipio,2,Null,Null,Comisaría Segunda,Null,"Tel. 519 0969 Ext. 1056
Cel. 321 503 9695
Correo electrónico:
Comisaria.segundajamundi@gmail.com",Null,Null,Null,Null,Directorio Comisarias Ley 2126
76,VALLE DEL CAUCA,76834,TULUA,Municipio,2,3,1,Comisaría de Familia - Casa de Justicia,Carrera 10 # 25-50 Barrio Marandua,"Tel. 233 9300 – 233 9333 Ext. 5037
Correo electrónico:
salud@tulua.gov.co",L-V 8-5,3271999,"-76,535,293","3°16'19.2""N 76°32'07.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5045,APARTADO,Municipio,Null,2,1,Comisaria Unica de Apartadó,Cl. 103 B #98-80,"8285353, EXT: 18",L-V 8-5,7887646,"-76,630,164","7°53'15.5""N 76°37'48.6""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5129,CALDAS,Municipio,Null,1,0,Alcaldia Municipal,Carrera 49 # 129 Sur 50,Teléfono: (57) 604 3788500,L-V 8-5,6091873,"-75,635,291","6°05'30.7""N 75°38'07.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5212,COPACABANA,Municipio,Null,1,1,Comisaría de Familia de Copacabana,"Cl. 52 # 47-1, Copacabana, Antioquia",(604) 2747627,L-V 8-5,6349095,"-75,506,439","6°20'56.7""N 75°30'23.2""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5440,MARINILLA,Municipio,Null,1,1,Camisaria de Familia 1 y 2 de Marinilla,Calle 30 No. 30-13,(604)5484410,L-V 8-5,6173493,"-75,334,882","6°10'24.6""N 75°20'05.6""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5607,RETIRO,Municipio,Null,1,1,Comisaria de Familia de El Retiro,Calle 20 N° 20 - 40,6044025450,L-V 8-5,6057597,"-75,502,881","6°03'27.4""N 75°30'10.4""W",Directorio Comisarias Ley 2126
8,ATLANTICO,8433,MALAMBO,Municipio,Null,2,1,Comisaria de familia de Malambo,"Cl. 10 #15-03, Malambo, Atlántico",(605) 3225059,L-V 8-5,10861530,"-74,773,526","10°51'41.5""N 74°46'24.7""W",Directorio Comisarias Ley 2126
8,ATLANTICO,8573,PUERTO COLOMBIA,Municipio,Null,1,1,Comisaria de familia de Puerto Colombia,Carrera 4 # 2-18,+57 (605) 3226722,L-V 8-5,10988110,"-74,959,306","10°59'17.2""N 74°57'33.5""W",Directorio Comisarias Ley 2126
13,BOLIVAR,13836,TURBACO,Municipio,Null,2,1,Comisaria de Turbaco,"Avenida México Calle 17 # 804 Plaza principal, Turbaco - Bolívar",(+57) 5 643 6408,L-V 8-5,10330306,"-75,407,717","10°19'49.1""N 75°24'27.8""W",Directorio Comisarias Ley 2126
15,BOYACA,15238,DUITAMA,Municipio,Null,2,2,Comisaria de Familia 1 Alcaldía municipal,"Cra. 14 #1541, Centro-Sur, Duitama, Boyacá","Tel. 7626248

e-mail. comisaria1@duitama-boyaca.com.co",L-V 8-5,5828743,"-73,034,818","5°49'43.5""N 73°02'05.3""W",Directorio Comisarias Ley 2126
25,CUNDINAMARCA,25612,RICAURTE,Municipio,Null,1,1,Comisaria de Familia de Ricaurte,Calle 3 N° 16 - 30,"""601-836-6415		comisariadefamilia@ricaurte-cundinamarca.gov.co""",L-V 8-5,4274623,"-74,773,620","4°16'28.6""N 74°46'25.0""W",Directorio Comisarias Ley 2126
25,CUNDINAMARCA,25758,SOPO,Municipio,Null,1,1,Comisaria de Familia de Sopo,Carrera 3 # 2-45,"(+571) 8572488

Correo electrónico:comisariadefamilia@sopo-cundinamarca.gov.co",L-V 8-5,4907936,"-73,940,615","4°54'28.6""N 73°56'26.2""W",Directorio Comisarias Ley 2126
25,CUNDINAMARCA,25799,TENJO,Municipio,Null,1,1,Comisaria de Familia de Tenjo,"Calle 3 No. 3 - 86, Tenjo, Cundinamarca.",(+57) 5807997 - (+57) 8646806 - (+57) 8646471 - (+57) 8646337,L-V 8-5,4871434,"-74,145,144","4°52'17.2""N 74°08'42.5""W",Directorio Comisarias Ley 2126
27,CHOCO,27001,QUIBDO,Municipio,Null,2,0,Null,Null,Null,L-V 8-5,Null,Null,Null,Directorio Comisarias Ley 2126
41,HUILA,41551,PITALITO,Municipio,Null,2,1,Comisaria de Familia de Pitalito,Carrera 3 No. 4 - 78 Centro,8360040 - 318 4281282,L-V 8-5,1851080,"-76,045,654","1°51'03.9""N 76°02'44.4""W",Directorio Comisarias Ley 2126
44,LA GUAJIRA,44001,RIOHACHA,Municipio,Null,3,1,Comisaría de Familia,Calle 38 # 37-47 Mercado Nuevo,Calle 38 # 37-47 Mercado Nuevo,L-V 8-5,Null,Null,Null,Directorio Comisarias Ley 2126
50,META,50006,ACACIAS,Municipio,Null,1,1,Comisaria de familia de Acacias,Calle 11 A # 35 A 05 barrio La Independencia.,3203509652,L-V 8-5,3987479,"-73,764,228","3°59'14.9""N 73°45'51.2""W",Directorio Comisarias Ley 2126
73,TOLIMA,73268,ESPINAL,Municipio,Null,1,1,Comisaria de Familia,Carrera 6 N. 2 - 37,(8) 2482481 - 3108628033,L-V 8-5,4140993,"-74,882,515","4°08'27.6""N 74°52'57.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5079,BARBOSA,Municipio,4,1,1,Comisaria de Familia de Barbosa,Calle 15 Nº 13-66,(+57) 604 4548300 Ext. 1615,Lunes a Jueves de 7:30 a.m a 12:30 p.m y 1:30 p.m a 5:30 p.m. Viernes de 7:30 a.m a 12:30 p.m y 1:30 p.m a 4:30 p.m,6.43691777276623,-75.3306489484427,"6°26'13.3""N 75°19'50.2""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5250,EL BAGRE,Municipio,4,1,1,Comisaría de Familia de El Bagre,Carrera 49 A N° 48 A -55,(+57) 320 413 03 58,Lunes a jueves 8:00 a.m. a 12:00 m. y 2:00 p.m. a 6:00 p.m. Viernes 8:00 a.m. a 12:00 m. y 2:00 p.m. a 5:00 p.m.,7.59740255880548,-74.7993310330947,"7°35'50.6""N 74°47'57.8""W",Directorio Comisarias Ley 2126
8,ATLANTICO,8296,GALAPA,Municipio,4,1,1,Comisaría de Familia de Galapa,Calle 13 No. 14 - 19,(+57)  316 027 24 93 Ext: 129,De Lunes a Viernes de 8:00 a.m. a 5;00 p.m.,10.9222178514747,-74.8634396753984,"10°55'19.0""N 74°51'48.5""W",Directorio Comisarias Ley 2126
19,CAUCA,19300,GUACHENE,Municipio,4,1,1,Comisaría de Familia de Guachene,Calle 4 No. 5 - 46,"(572)8259107, 3218129147",Lunes a Jueves De 7:00 a.m. a 12:00 m. Y 1:00 p.m. a 5:00 p.m. Viernes De 7:00 a.m. a 12:00 m Y De 1:00 p.m. a 4:00 p.m.,3.13319131442188,-76.3937205042708,"3°07'59.6""N 76°23'37.4""W",Directorio Comisarias Ley 2126
19,CAUCA,19698,SANTANDER DE QUILICHAO,Municipio,4,2,1,Comisaría de Familia de Santander de Quilichao,Cra 9# 2S-35,8313100,Lunes a viernes 8:00 a.m.- 12:00 p.m. y de 2:00 p.m. a 6:00 p.m.,3.00522467861027,-76.4827308754350,"3°00'18.9""N 76°28'57.8""W",Directorio Comisarias Ley 2126
20,CESAR,20011,AGUACHICA,Municipio,4,2,2,Comisaría de Familia de Aguachica,Carrera 8 #4-18,N/A,Lunes a viernes 8:00 a.m.- 12:00 p.m. y de 2:00 p.m. a 6:00 p.m.,8.31094586652296,-73.6261877619261,"8°18'39.6""N 73°37'34.2""W",Directorio Comisarias Ley 2126
25,CUNDINAMARCA,25035,ANAPOIMA,Municipio,4,1,1,Comisaría de Familia de Anapoima,Calle 2 N° 3 - 36,(+57) 1 8993 733 Ext. 138 - 230 Cel. 321 4491386,Lunes a Viernes de 8:00 a.m.- 12:30 p.m. - 2:00 p.m. a 5:30 p.m; Sábado de 8:00 a.m - 12:00 m.,4.54979887432234,-74.5364391857206,"4°32'58.9""N 74°32'10.3""W",Directorio Comisarias Ley 2126
25,CUNDINAMARCA,25377,LA CALERA,Municipio,4,1,2,Comisaría de Familia de La Calera,Carrera 3 Nº 9-45,875 6660,Lunes a Jueves de 8:00 a.m. a 6:00 p.m. y Viernes de 8:00 a.m. a 5:00 p.m. jornada continua,4.72211980427875,-73.9673994331051,"4°43'19.9""N 73°58'02.6""W",Directorio Comisarias Ley 2126
25,CUNDINAMARCA,25740,SIBATE,Municipio,4,1,1,Comisaría de Familia de Sibaté,Calle 10 Nº 8-01,(571)5297107,Lunes a Viernes De 7:30 a.m. a 12:30 m. Y De 1:30 p.m. a 4:30 p.m. Sábados De 8:00 a.m. a 12:00 m.,4.49254021706702,-74.2596357042698,"4°29'32.7""N 74°15'34.7""W",Directorio Comisarias Ley 2126
44,LA GUAJIRA,44430,MAICAO,Municipio,4,3,1,Comisaría de Familia de Maicao,Calle 12 # 11-36,N/A,Lunes a Viernes: 08:00 a.m. - 12:00 m. y 02:00 p.m. - 06:00 p.m.,11.378100802375,-72.2388195042295,"11°22'41.6""N 72°14'19.8""W",Directorio Comisarias Ley 2126
44,LA GUAJIRA,44560,MANAURE,Municipio,4,1,1,Comisaría de Familia de Manaure,Calle 2 Nº 3a - 09,(+57) 5 7178025,Lunes a Viernes 08:00 a.m. a 05:00 p.m. (Jornada Continua),11.7777990120381,-72.4485788410990,"11°46'39.4""N 72°26'55.0""W",Directorio Comisarias Ley 2126
44,LA GUAJIRA,44847,URIBIA,Municipio,4,2,1,Comisaría de Familia de Uribia,Tv. 8 #6-45,(+57)  300 5140748,Lunes a Viernes de 8:00 a.m. a 12:00 m. y de 2:00 p.m. a 6:00 p.m,"11.715998794793745,","-72.26572543306162,","11°42'56.8""N 72°15'56.6""W",Directorio Comisarias Ley 2126
52,NARINO,52356,IPIALES,Municipio,4,2,1,Comisaría de Familia de Ipiales,Carrera 3 # 10 - 21,57(602) 737 45 61 Ext: 234000 - 234015,Lunes a Viernes 08:00 a.m. a 05:00 p.m. (Jornada Continua),"0.8233769319125752,","-77.63515020426678,","0°49'23.8""N 77°38'06.6""W",Directorio Comisarias Ley 2126
52,NARINO,52835,SAN ANDRES DE TUMACO,Municipio,4,3,1,Comisaría de Familia de San Andrés de Tumaco,Calle 11 Nº 9 - 2,(+57) 310 526 7038,Lunes a viernes 8:00 a.m.- 12:00 p.m. y de 2:00 p.m. a 6:00 p.m,"1.80769779762578,","-78.76589331961188,","1°48'27.5""N 78°45'57.2""W",Directorio Comisarias Ley 2126
54,NORTE DE SANTANDER,54405,LOS PATIOS,Municipio,4,2,1,Comisaría de Familia de Los Patios,Calle 17 N 7- 20,3142195570,Lunes a Viernes 7:00 am  - 12:00 pm  02:00 pm A 05:00 pm,"7.801780387465262,","-72.5190629619293,","7°48'06.7""N 72°31'08.6""W",Directorio Comisarias Ley 2126
54,NORTE DE SANTANDER,54498,OCANA,Municipio,4,2,1,Comisaría de Familia de Ocaña,Cra. 28c #10A-30,5610935 Ext.3,Lunes a viernes 8:00 a.m.- 12:00 p.m. y de 2:00 p.m. a 6:00 p.m,"8.235136037743718,","-73.35414546192682,","8°14'06.2""N 73°21'14.9""W",Directorio Comisarias Ley 2126
54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,Municipio,4,2,1,Comisaría de Familia de Villa del Rosario,"Cra. 6ª, 6-1",317 353 9388,Lunes a Jueves: 8:00 a.m. a 12:00 p.m. y 2:00 p.m. a 6:00 p.m. // Viernes: 7:30 a.m. a 4:00 p.m.,"7.8313467428127455,","-72.47058177912118,","7°49'52.3""N 72°28'13.8""W",Directorio Comisarias Ley 2126
66,RISARALDA,66682,SANTA ROSA DE CABAL,Municipio,4,1,1,Comisaría de Familia de Santa Rosa de Cabal,Carrera 14 con Calle 12 Esquina,606 3660600 Ext. 115 o 606 3655223,Lunes a Jueves de 7:00 a. m. a 12:00 m y de 2:00 p.m. a 5:00 p.m. Viernes de 7:00 a.m. a 3:00 p.m. Jornada Continua.,"4.864888787141413,","-75.62066534659797,","4°51'53.6""N 75°37'14.4""W",Directorio Comisarias Ley 2126
70,SUCRE,70221,COVENAS,Municipio,4,1,1,Comisaría de Familia de Coveñas,Cl 3B # 4 - 16,3108798940,Lunes a viernes 8:00 a.m.- 12:00 p.m. y de 2:00 p.m. a 6:00 p.m.,"9.400081465675013,","-75.6795075286662,","9°23'55.9""N 75°40'45.8""W",Directorio Comisarias Ley 2126
73,TOLIMA,73449,MELGAR,Municipio,4,1,1,Comisaría de Familia de Melgar,Cra 25 No 5-56,317-644-33-11,Lunes a viernes 8:00 a.m.- 12:00 p.m. y de 2:00 p.m. a 6:00 p.m.,"4.2048459950068295,","-74.6432160465991,","4°12'17.5""N 74°38'35.6""W",Directorio Comisarias Ley 2126
81,ARAUCA,81001,ARAUCA,Municipio,4,2,1,Comisaría de Familia de Arauca,Cra. 22 #20-38,(+57) 316 299 8823,Lunes-Viernes: 8:00 a.m. a 12:00m. y 2:00 p.m. a 6:00 p.m.,"7.085219796547738,","-70.75875074659045,","7°05'06.8""N 70°45'31.7""W",Directorio Comisarias Ley 2126
85,CASANARE,85010,AGUAZUL,Municipio,4,1,1,Comisaría de Familia de Aguazul,Diagonal 7 #22-54,098-6384303,"Lunes de 7:00 am - 12m y de 2:00 - 6:00 pm, Martes a jueves de 7:30 am - 12m y de 2:00 - 6:00 pm, Viernes 7:30 am a 12m y de 2:00 - 5:00 pm","5.172465321933643,","-72.55537196658034,","5°10'19.3""N 72°33'19.5""W",Directorio Comisarias Ley 2126
99,VICHADA,99773,CUMARIBO,Municipio,4,1,1,Comisaría de Familia de Cumaribo,Calle 8 N° 13-37,3212396122,Lunes a Viernes: 8:00am - 12:00M - 2:00pm - 06:00pm,"4.521921553743653,","-69.70005257509207,","4°31'19.4""N 69°42'01.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5030,AMAGA,Municipio,5,1,1,Comisaria de Familia,Sector El Refresco Amagá Antioquia,3208084183,Lunes a a viernes de 8:00 am a 12:00 m y de 1:00 pm a 5.00 pm Sábados de 8:00 am a 12:00 m,-75703157,6041166,"6°02'31.4""N 75°42'11.6""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5042,SANTA FE DE ANTIOQUIA,Municipio,5,1,1,Comisaria de Familia,Calle 9 No. 7-70,(4)8534892,"De Lunes a Viernes de 8:00 am a 12:00 m y de 2:00 pm a 6:00 pm. 
Los Sábados de 8:00 am a 12:00 pm. 
Los Domingos y Festivos NO HAY SERVICIO.",-75826824,6555011,"6°33'18.6""N 75°49'36.6""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5154,CAUCASIA,Municipio,5,1,1,Comisaria de Familia,Casa de Justicia,(604) 814 91 40  ext 155,Lunes a jueves de 7:00 a.m. a 12:00 m. y de 2:00 p.m. a 6:00 p.m. - viernes de 7:00 a.m. a 12:00 m. y de 2:00 p.m. a 5:00 p.m.,-75198220,7988211,"7°59'17.6""N 75°11'53.6""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5604,REMEDIOS,Municipio,5,1,1,Comisaria de Familia,"KR 11 Nro. 5-148 Piso 1, Casa de Justicia, Calle El Retiro.",57 (604) 8303130 ó 312 8661488,Horario de atención: Lunes a Jueves 7:00 a.m.- 12:00 m / 2:00 p.m. - 6:00 p.m. y Viernes 7:00 a.m.- 12:00 m / 2:00 p.m. - 5:00 p.m.,-74693887,7025979,"7°01'33.5""N 74°41'38.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5664,SAN PEDRO DE LOS MILAGROS,Municipio,5,1,1,Comisaria de Familia,Carrera 49A # 49-36,57 (604) 8686063 3103677646,Lunes a jueves de 7:30 a 11:30 a.m. y de 1:30 a 5:30 p.m. | Viernes de 7:30 a 11:30 a.m. y de 1:30 a 5:00 p.m.,-75555569,6461810,"6°27'42.5""N 75°33'20.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,Municipio,5,1,1,Comisaria de Familia,Calle 29 No. 30-31,(57) (4) 8607768,"Lunes, Martes y Jueves de 7:30 a.m. a 12:00 m y 1:30 p.m. a 5:30 p.m. - Miércoles de 7:30 a.m. a 12:00 m y 1:30 p.m. a 3:30 p.m. - Viernes de 7:30 a.m. a 12:00 m y 1:30 p.m. a 5:00 p.m.",-75459484,6648607,"6°38'55.0""N 75°27'34.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5756,SONSON,Municipio,5,1,1,Comisaria de Familia,Carrera 8 # 6-11,(+57) 4 8692596 / 8692597 / 8692614,"Lunes, martes, jueves y viernes de 8:00 a.m. a 12:00 m. y de 2:00 p.m. a 5:00 p.m. Miércoles y sábados de 8:00 a.m a 2:00 p.m.",-75312333,5710015,"5°42'36.1""N 75°18'44.6""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5837,TURBO,Municipio,5,2,1,Comisaria de Familia,Calle 99 Carrera 97D-Esquina,"(574)8272026, 8276001",Lunes a Viernes De 8:00 A.m a 12:00 m. Y De 2 p.m a 6 p.m Sábados De 8:00 A.m a 12 m,-76727162,8090570,"8°05'26.1""N 76°43'37.8""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5887,YARUMAL,Municipio,5,1,1,Comisaria de Familia,Calle 19 N° 21-43 Casa de Justica,(574)8536270 y 314 8301934,Lunes a Viernes de 8:00 a.m a 5:00 p.m,-75417524,6961562,"6°57'41.6""N 75°25'03.1""W",Directorio Comisarias Ley 2126
5,ANTIOQUIA,5893,YONDO,Municipio,5,1,1,Comisaria de Familia,"Carrera 55, No 46 A 16 Barrio Colonia Sur",604+8325109,"Lunes a Jueves 07:00 am - 12:00 pm y de 01:30 pm a 05:30 pm, Viernes 07:00 am - 12:00 pm y de 01:30 pm a 04:30 pm",-73910884,7005268,"7°00'19.0""N 73°54'39.2""W",Directorio Comisarias Ley 2126
8,ATLANTICO,8638,SABANALARGA,Municipio,5,2,1,Comisaria de Familia,Calle 21 No 18-46,No sale información,Días hábiles 8:00 am a 12:00 M - 2:00 pm a 6:00 pm.,-7.58185E+15,6.85091E+15,"10°37'55.9""N 74°55'12.6""W",Directorio Comisarias Ley 2126
13,BOLIVAR,13430,MAGANGUE,Municipio,5,2,1,Comisaria de Familia,Calle 16 # 16A - 208,No sale información,Lunes a viernes de 8:00 Am - 12:00 M y 2:00 Pm - 5:30 Pm,-7.476E+15,9.24735E+15,"9°14'55.4""N 74°45'36.1""W",Directorio Comisarias Ley 2126
15,BOYACA,15176,CHIQUINQUIRA,Municipio,5,1,1,Comisaria de Familia,Calle 17 No. 7 A - 48 CAM Bloque 2,(+60) 8 7262535,Lunes a Jueves de 8:00 a.m a 12:00 m y 2:00 p.m a 6:00 p.m. Viernes 8:00 a.m a 12:00 m y 2:00 p.m a 5:30 p.m,-7.38146E+15,5.61545E+14,No registra en Google maps con la opción indicada en la capacitación,Directorio Comisarias Ley 2126
15,BOYACA,15491,NOBSA,Municipio,5,1,1,Comisaria de Familia,Parque Principal - Calle 6 No.9-01,7773126 - 7773127,Lunes a Jueves de 7:30 a.m. a 12:00 M. y 1:30 p.m. - 6:00 p.m. Viernes de 7:30 a.m - 12:00 M y de 1:30 p.m - 5:00 p.m.,-72939386,5770248,"5°46'12.8""N 72°56'21.7""W",Directorio Comisarias Ley 2126
15,BOYACA,15516,PAIPA,Municipio,5,1,1,Comisaria de Familia,Carrera 22 No 25 14,57 (8)7850131,LUNES A VIERNES DE 8:00 AM - 12:00 PM Y 2:00 PM - 6:00 PM,-73117258,5781513,"5°46'53.5""N 73°07'02.1""W",Directorio Comisarias Ley 2126
15,BOYACA,15806,TIBASOSA,Municipio,5,1,1,Comisaria de Familia,Cra 10 Nº 3-25,"3004973976, 3168751525",Lunes a Viernes 8 a.m - 12 m  y  2 p.m - 6 p.m,-73003930,5745531,"5°44'43.9""N 73°00'14.2""W",Directorio Comisarias Ley 2126
17,CALDAS,17174,CHINCHINA,Municipio,5,1,1,Comisaria de Familia,"Carrera 8 No. 11-31 Esquina, Tercer piso oficina 312 Palacio Municipal Chinchiná",8402380 Ext. 404,lunes a Jueves de 7:30 a.m. a 12:00 m y de 1:30 p.m. a 6:00 p.m. y Viernes de 7:30 a.m. a 12:00 m y de 1:30 p.m a 5:00 p.m.,-75605922,4983726,"4°59'01.4""N 75°36'21.3""W",Directorio Comisarias Ley 2126
17,CALDAS,17380,LA DORADA,Municipio,5,1,1,Comisaria de Familia,Calle 47 con Carrera 4 Barrio Las Ferias,57+6+8577190,Lunes a Jueves de 7:00 a.m a 12:00 p.m y de 2:00 p.m a 6:00 p.mViernes 7:00 a.m a 12:00 p.m. y de 1:00 p.m a 4:00 p.m,No se logró ubicar en Google maps,No se logró ubicar en Google maps,No se logró ubicar en Google maps,Directorio Comisarias Ley 2126
17,CALDAS,17873,VILLAMARIA,Municipio,5,1,1,Comisaria de Familia,"Palacio Municipal, Carrera 4 calle 9 esquina piso 1.",8775851,lunes a jueves de 8: 00 a.m a 12:00 p.m y de 2: 00 p.m a 6:00 p.m y los viernes 7:00 am a 3:00 pm Jornada continua,-75511957,5045394,"5°02'43.4""N 75°30'43.1""W",Directorio Comisarias Ley 2126
19,CAUCA,19142,CALOTO,Municipio,5,1,1,Comisaria de Familia,Centro de Convicencia,No reporta,"Martes a Viernes: De 8:00 A.M. a 04:00 P.M.

Sábados: De 8:00 A.M. a 02:00 P.M.",-76408028,3046294,"3°02'46.8""N 76°24'28.9""W",Directorio Comisarias Ley 2126
19,CAUCA,19455,MIRANDA,Municipio,5,1,1,Comisaria de Familia,Carrera 6 con calles 4 y 5 del barrio Central,57 (602) 8476013 - 8476303,Lunes a Viernes de 7:30 am a 12:00m y de 1:30 pm a 5:30 pm,-7.62297E+15,3.24995E+16,"3°14'59.9""N 76°13'46.8""W",Directorio Comisarias Ley 2126
19,CAUCA,19573,PUERTO TEJADA,Municipio,5,1,1,Comisaria de Familia,Carrera 19 con calle 17 esquina CAM,(+57602) 8282009,Lunes a viernes de 8:00 a.m. a 1:00 p.m. y de 2:00 p.m a 5:00 p.m.,-76419305,3230018,"3°13'48.1""N 76°25'09.5""W",Directorio Comisarias Ley 2126
19,CAUCA,19845,VILLA RICA,Municipio,5,1,1,Comisaria de Familia,Calle 2 esq Nro 1 - 187 Barrio Caicedo Roa,317372252,lunes a jueves de 7:30 a.m. a 12 m y de 1 p.m. a 5:30 p.m. y el día viernes   de 7:30 a.m. a 12 m y de 1 p.m. a 4:30 p.m.,-76457446,3171199,"3°10'16.3""N 76°27'26.8""W",Directorio Comisarias Ley 2126
20,CESAR,20013,AGUSTIN CODAZZI,Municipio,5,1,1,Comisaria de Familia,Carrera 16 # 17 - 02,3234676965,Lunes a Viernes: 8:00 a.m - 12:00 m | 2:00 p.m - 6:00 p.m,-73236166,10035819,"10°02'09.0""N 73°14'10.2""W",Directorio Comisarias Ley 2126
20,CESAR,20400,LA JAGUA DE IBIRICO,Municipio,5,1,1,Comisaria de Familia,Cra. 4 #7-1 a 7-65,(057) 5 5769024 - (057) 5 5769206 Teléfono móvil: 3148691240,Lunes - Viernes 8:00 am a 12 am y de 2:00 pm - 6:00 pm,-73333259,9561638,"9°33'41.9""N 73°19'59.7""W",Directorio Comisarias Ley 2126
23,CORDOBA,23162,CERETE,Municipio,5,2,1,Comisaria de Familia,Calle 14 N° 12 - 41 Calle del Comercio,3008039377,Lunes a Viernes de 07:30 a.m. a 12:00 m. y de 02:00 p.m a 05:30 p.m.,-75790040,8888353,"8°53'18.1""N 75°47'24.1""W",Directorio Comisarias Ley 2126
23,CORDOBA,23466,MONTELIBANO,Municipio,5,1,1,Comisaria de Familia,Carrera 6 NO. 15-23 - PALACIO MUNICIPAL,(57) (604) 7721563 -7627455,Lunes a Viernes De 7am - 12m y 2 pm - 5 pm,-75421446,7983550,"7°59'00.8""N 75°25'17.2""W",Directorio Comisarias Ley 2126
